"No..of.Tanks","Stock.number.","Date.of.Birth","Fish.name","Genotype.","Fish.number","Responsible","Female.Parent.Genotype","Male.Parent.Genotype","Female.Parent.Stock","Male.Parent.Stock","Notes"
1,"27886","30-Jan-2024","Tg(mpeg1.1:YFP)","YFP/+",40,"DNK/MHM","Tg(mpeg1.1:YFP)","AB","25965","18000","YFP+, for breeding stock"
1,"27962","13-Feb-2024","Tg(ptprc:DsRed);nacre inx","DsRed/?; nacre?/?",30,"DNK/MHM","Tg(ptprc:DsRed);nacre? inx","Tg(ptprc:DsRed);nacre? inx","27443","27443","DsRed+, disinfected from Q, from Traver lab"
6,"27984","15-Feb-2024","syt11a_vms1_51 ; syt11b_vms_75","+/+ or +/- or -/- ; +/+ or +/- or -/-",240,"VMS/MHM","syt11b_vms_75(+/-); syt11a_vms1_51(+/-)","syt11a_51(+/-);syt11b_75(+/-)","26725","26725","For genotype and surgery"
10,"27985","15-Feb-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-",400,"MHM/VMS","stl236-plecb(+/-); stl261-pleca(+/-)","stl236-plecb(+/-); stl261-pleca(+/-)","26578","26575","genotype and surgery"
5,"27986","16-Feb-2024","tcima-EGFP F1 outx Tg(mpeg1.1: tdTomato)","JF?, tdTom/+",161,"DNK/MHM","tcima-EGFP F1","Tg(mpeg1.1:tdTomato)","26750","25964","Labeled by separated individual parents"
1,"27987","16-Feb-2024","Tg(mpeg1.1:tdTomato) injected with pCS2-mpeg1.1: tcima-EGFP","tdTom/+",21,"DNK/MHM","Tg(mpeg1.1:tdTomato)","Tg(mpeg1.1:tdTomato)","25964","25964","tdTom+"
1,"27988","16-Feb-2024","Tg(mpeg1.1:tdTomato) injected with 1.5spp1:NTR2.0-2A-EGFP","tdTom?",27,"DNK/MHM","Tg(mpeg1.1:tdTomato)","Tg(mpeg1.1:tdTomato)","25964","25964","tdTom+"
1,"27989","16-Feb-2024","pCS2-hsp70:hSPP1-2A-EGFP injected","GFP?",24,"DNK/MHM","AB","AB*","18000","18000","Screen for GFP"
1,"27990","16-Feb-2024","pCS2-hsp70:zspp1-2A-EGFP injected","GFP?",18,"DNK/MHM","AB","AB*","18000","18000","Genotype for GFP"
4,"28035","23-Feb-2024","vamp4_vms1_84","+/+ or +/- or -/-",160,"VMS/MHM","vamp4_vms1_84( +/-)","vamp4_vms1_84(+/-)","27490","27490","Genotype for wt and mut, followed by swim assays and histology"
4,"28036","23-Feb-2024","chrnb2_vms2_75","+/+ or +/- or -/-",160,"VMS/MHM","chrnb2_vms2_75(+/-)","chrnb2_vms2_75(+/-)","27573","27573","Genotype for wt and mut, followed by swim assays and histology"
4,"28037","23-Feb-2024","syt11b_vms1_80","+/+ or +/- or -/-",160,"VMS/MHM","syt11b_vms1_80(+/-)","syt11b_vms_80(+/-)","27391","27391","Genotype for wt and mut, followed by swim assays and histology"
4,"28038","23-Feb-2024","fhdc5_vms2_44 ","+/+ or +/- or -/-",160,"VMS/MHM","fhdc5_vms2_44(+/-)","fhdc5_vms2_44(+/-)","27491","27491","Genotype for wt and mut, followed by swim assays and histology"
5,"28039","23-Feb-2024","syt11a_vms1_51 ; syt11b_vms_75","+/+ or +/- or -/- ; +/+ or +/- or -/-",200,"VMS/MHM","syt11b_vms_75(+/-); syt11a_vms1_51(+/-)","syt11a_51(+/-);syt11b_75(+/-)","26725","26725","Genotype for wt and double and single mut, followed by swim assays and histology"
3,"28057","29-Feb-2024","syt11a_vms_51 ; syt11b_vms_80","+/+ or +/- ; +/+ or +/-",120,"VMS/MHM","syt11b_vms1_80(+/-)","syt11a_vms1_51( +/-)","27391","27392","Breeding Stock, genotype for double hets"
1,"28061","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-mpeg1.1: tcima-EGFP","tdTom+/?",24,"DNK/MHM","Tg(mpeg1.1:tdTomato)","Tg(mpeg1.1:tdTomato)","25964","25964","tdTom+"
1,"28062","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-1.5spp1:NTR2.0-2A-mCherry","tdTom?",80,"DNK/MHM","Tg(mpeg1.1:tdTomato)","Tg(mpeg1.1:tdTomato)","25964","25964","tdTom?, GFP-"
1,"28063","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-hsp70: hSPP1-2A-EGFP","tdTom?",32,"DNK/MHM","Tg(mpeg1.1:tdTomato)","Tg(mpeg1.1:tdTomato)","25964","25964","tdTom?, GFP+"
1,"28064","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-hsp70: hSPP1-2A-EGFP","tdTom?",35,"DNK/MHM","Tg(mpeg1.1:tdTomato)","Tg(mpeg1.1:tdTomato)","25964","25964","tdTom?, GFP-"
1,"28065","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-hsp70: zspp1-2A-EGFP","tdTom?",20,"DNK/MHM","Tg(mpeg1.1:tdTomato)","Tg(mpeg1.1:tdTomato)","25964","25964","tdTom?, GFP+"
1,"28066","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-hsp70: zspp1-2A-EGFP","tdTom?",17,"DNK/MHM","Tg(mpeg1.1:tdTomato)","Tg(mpeg1.1:tdTomato)","25964","25964","tdTom?, GFP-"
2,"28156","05-Mar-2024","pCS2-hsp70:tcima injected","GFP-",80,"DNK/MHM","AB","AB","18000","18000","GFP-"
2,"28157","05-Mar-2024","pCS2-hsp70:EGFP-tcima injected","GFP-",60,"DNK/MHM","AB","AB","18000","18000","GFP-"
1,"28162","05-Mar-2024","pCs2-mpeg1.1: tcima-3xFlag-2A-EGFP injected","GFP+",20,"DNK/MHM","AB","AB","18000","18000","GFP+"
2,"28163","05-Mar-2024","pCs2-mpeg1.1: tcima-3xFlag-2A-EGFP injected","GFP-",70,"DNK/MHM","AB","AB","18000","18000","EGFP-"
2,"28158","05-Mar-2024","pCS2-hsp70:EGFP-2A-3xFlag-tcima injected","GFP+",46,"DNK/MHM","AB","AB*","18000","18000","GFP+"
1,"28159","05-Mar-2024","pCS2-hsp70:EGFP-2A-3xFlag-tcima injected","GFP-",36,"DNK/MHM","AB","AB*","18000","18000","GFP-"
1,"28160","05-Mar-2024","pCS2-hsp70:tcima-3xFlag-2A-EGFP injected","GFP+",14,"DNK/MHM","AB*","AB*","18000","18000","GFP+"
1,"28161","05-Mar-2024","pCS2-hsp70:tcima-3xFlag-2A-EGFP injected","GFP-",11,"DNK/MHM","AB* ","AB*","18000","18000","GFP-"
3,"28085","27-Feb-2024","bach1a het inx","Enter genotype",120,"CW/MHM","bach1a/b +/-;+/-","bach1a/b+/-;+/-","26674","26674","Genotype for wt, A/B breeders, and double muts"
5,"28086","27-Feb-2024","sox2-2a-sfGFP /+ ; bach1a/b+/- X bach1a/b-/-","/+",240,"CW/MHM","Enter female parent name","Tg(sox2-2a-sfGFP)/+;bach1a/b+/-","26416","26773","genotype for bach1a/b+/- or -/-"
4,"28019","20-Feb-2024","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","Enter genotype",160,"CW/MHM","bach1a-/+ ; bach1b-/-"," bach1a-/-; bach1b-/+","23865","23865","Genotype for bach1a/b+/- and bach1a/b-/-"
7,"27872","31-Jan-2024","Sox2-2a-sfGFP","GFP/+",240,"MHM/RM","sox2-2A-sfGFP","Sox2-2a-sfGFP","0","0","for Ridim"
1,"28230","13-Mar-2024","pCS2-mpeg1.1: tcima-EGFP-2A-mCherry injected","mCherry+",22,"DNK/MHM","AB","AB","18000","18000","mCherry+"
3,"28231","13-Mar-2024","pCS2-mpeg1.1: tcima-EGFP-2A-mCherry injected","mCherry-",108,"DNK/MHM","AB","AB","18000","18000","mCherry-"
2,"28248","14-Mar-2024","ndnf-T2A-NTR-P2A-mcherry KI Line 1","PCR/+",80,"MHM/RM","TU","ndnf-T2A-NTR-P2A-mcherry KI F0 male 7","0","26693","genotype"
1,"28249","14-Mar-2024","ndnf-T2A-NTR-P2A-mcherry KI Line 2","PCR/+",40,"MHM/RM","TU","ndnf-T2A-NTR-P2A-mcherry F0 male 11","0","26693","genotype"
2,"28250","15-Mar-2024","prkdc-/-;il2rga-/-","-/-",80,"MHM/RM","prkdc-/-;il2rga-/-","prkdc-/-;il2rga-/-","26994","26994","Stocks"
2,"28288","19-Mar-2024","bach1a-del F0 #17 male X bach1b-del F0 #2 female","??",40,"DNK/CW/MHM","bach1a-del injected","bach1b-del injected","27719","27718","Genotype and sequence "
2,"28289","19-Mar-2024","bach1a-del F0 #24 male X bach1b-del F0 #6 female","??",80,"DNK/CW/MHM","bach1a-del injected","bach1b-del injected","27719","27718","Genotype and sequence "
2,"28290","19-Mar-2024","bach1a-del F0 #32 male X bach1b-del F0 #10 female","??",80,"DNK/CW/MHM","bach1b-del injected","bach1a-del injected","27719","27718","Genotype and sequence "
1,"28291","19-Mar-2024","pCS2-hsp70:zspp1-2A-EGFP injected","GFP+",40,"DNK/MHM","AB","AB","18000","18000","GFP+"
1,"28292","19-Mar-2024","pCS2-hsp70:zspp1-2A-EGFP injected","GFP-",40,"DNK/MHM","AB","AB","18000","18000","GFP-"
7,"28316","20-Mar-2024","bach1a/b +/- inX","+/+ or -/-",280,"CW/MHM","bach1a/b+/-;+/-","bach1a/b+/-;+/-","26674","26674","Genotype for +/+ and -/-"
5,"28317","20-Mar-2024","sox2-2a-sfGFP ; bach1a/b+/- inX","+/+ or +/- or -/-",200,"CW/MHM","sox2-2a-sfGFP/+ ; bach1a/b+/-","sox2-2a-sfGFP/+ ; bach1a/b+/-","26673","26673","GFP+ ; Genotype for +/+ and -/-"
2,"28330","22-Mar-2024","scn4ab-T2A-Flag-CreERT2 KI F0","F0",80,"MHM/RM","TU","TU","27014","27014","F0"
4,"28331","22-Mar-2024","ccdc170-T2A-Flag-CreERT2 KI F0","F0",160,"MHM/RM","TU","TU","27014","27014","F0"
3,"28300","19-Mar-2024","ndnf-T2A-mcherry-P2A-NTR-L2A","+/- or -/-",120,"MHM/RM","TU","ndnf-T2A-mcherry-P2A-NTR- L2A","27014","27540","genotype"
2,"28301","19-Mar-2024","ndnf-T2A-mcherry-P2A-NTR-L2B","+/- or -/-",80,"MHM/RM","TU","ndnf-T2A-mcherry-P2A-NTR-L2B","27014","27541","genotype"
2,"28355","26-Mar-2024","ndnf-T2A-mcherry-P2A-NTR-L2B","+/-,-/-",80,"MHM/RM","Tu","ndnf-T2A-mcherry-P2A-NTR-L2B","27014","27541","genotype"
3,"28547","19-Apr-2024","hive2p3b-T2A-CreERT2 KI F0","F0",40,"MHM/RM","Tu","Tu","27014","27014","genotype"
2,"28666","06-May-2024","pCS2-mpeg1.1:myr-EGFP injected","GFP+",44,"DNK/MHM","AB","AB","18000","18000","GFP+"
1,"28667","06-May-2024","pCS2-mpeg1.1:myr-EGFP injected","GFP-",25,"DNK/MHM","AB","AB","18000","18000","GFP-"
2,"28668","06-May-2024","pCS2-mpeg1.1:mem-1xCitrine injected","GFP+",50,"DNK/MHM","AB","AB*","18000","18000","GFP+"
1,"28669","06-May-2024","pCS2-mpeg1.1:mem-1xCitrine injected","GFP-",20,"DNK/MHM","AB","AB","18000","18000","GFP-"
1,"28670","06-May-2024","pCS2-mpeg1.1:mem-2xCitrine injected","GFP-+ or GFP-",28,"DNK/MHM","AB","AB","18000","18000","Screen for germline transmission "
1,"28687","07-May-2024","Tg(ptprc:DsRed);tcima/b het","a/+; b/+; YFP/+",25,"DNK/MHM","tcima/b mutant","Tg(ptprc:DsRed);nacre? inx","26943","27967","DsRed+"
1,"28688","07-May-2024","Tg(mpeg1.1: tcima-EGFP)","??",1,"DNK/MHM","AB","pCS2-mpeg1.1: tcima-EGFP injected","18000","28061","GFP+?"
1,"28689","07-May-2024","Tg(hsp70: hSPP1-2A-EGFP)-L1","??",1,"DNK/MHM","pCS2-hsp70: hSPP1-2A-EGFP injected","pCS2-hsp70: hSPP1-2A-EGFP injected","28063","28063","Lens GFP+"
1,"28690","07-May-2024","Tg(hsp70: hSPP1-2A-EGFP)-L2","??",6,"DNK/MHM","pCS2-hsp70: hSPP1-2A-EGFP injected","pCS2-hsp70: hSPP1-2A-EGFP injected","28063","28063","Lens GFP+"
1,"28691","07-May-2024","Tg(hsp70: hSPP1-2A-EGFP)-L3","??",3,"DNK/MHM","pCS2-hsp70: hSPP1-2A-EGFP injected","pCS2-hsp70: hSPP1-2A-EGFP injected","28063","28063","Lens GFP+"
2,"28673","07-May-2024","AB*","+/+",80,"MHM/RM","AB*","AB*","1","1","stocks"
3,"28674","07-May-2024","syt11b-2a-eGFP KI F1(male1)","+/+ or +/-",120,"MHM/RM","TU","syt11b-2a-eGFP KI F0 male 1","27014","27762","genotype"
2,"28675","07-May-2024","syt11b-2A-eGFP KI F1(male3)","+/+ or +/-",80,"MHM/RM","Tu","syt11b-2A-eGFP F0 male 3","27014","27762","genotype"
3,"28745","21-May-2024","syt11b-2a-eGFP KI F1(male1)","+/-,+/+",40,"MHM/RM","Tu","syt11b-2a-eGFP KI F0 male 1","27014","27762","genotype"
2,"28746","21-May-2024","syt11b-2A-eGFP KI F1(male3)","+/-,+/+",40,"MHM/RM","Tu","syt11b-2A-eGFP KI male 3","27014","27762","genotype"
2,"28744","21-May-2024","gnao1a/gnao1b male 8 F1","+/-",40,"MHM/RM","Tu","gnao1a/gnao1b male 8 F0","27014","27133","genotype"
1,"28748","21-May-2024","Tg(mpeg1.1:tdTomato)","tdTom+/?",40,"DNK/MHM","Tg(mpeg1.1:tdTomato)","Tg(mpeg1.1:tdTomato)","25964","25964","tdTomato+"
1,"28749","21-May-2024","Tg(rag2:eGFP) inx","eGFP/?",40,"DNK/MHM","Tg(rag2:eGFP)","Tg(rag2:eGFP)","24286","24286","Genotype for GFP"
1,"28750","21-May-2024","Tg(lck:lck-eGFP) inx","GFP?",40,"DNK/MHM","Tg(lck:lck-eGFP) inx","Tg(lck:lck-eGFP) inx","24287","24287","Genotype for GFP"
2,"28791","04-Jun-2024","Tg(mpeg1.1:tdTomato); Tg(gfap:EGFP)","GFP-/+, tdTom/+",46,"DNK/MHM","Tg(mpeg1.1:tdTomato)","Tg(gfap:EGFP)","25964","25696","For tissue clearing "
1,"28792","04-Jun-2024","Tg(hsp70:TCIM-2A-EGFP-L3) Tg+","GFP/+",34,"DNK/MHM","AB","Tg(hsp70:TCIM-2A-EGFP)","18000","25493","For breeding stock "
1,"28793","04-Jun-2024","Tg(actb2:membrane-Citrine) ","Citrine/+",40,"DNK/MHM","AB","Tg(actb2:memCitrine)","18000","25495","For breeding stock"
2,"28777","30-May-2024","gnao1a/gnao1b male 1 F1","+/-",40,"MHM/RM","TU","gnao1a/gnao1b male 1 F0","27310","27133","genotype"
2,"28776","30-May-2024","TU","+/-",40,"MHM/RM","TU","TU","27310","27310","Stocks"
2,"28778","30-May-2024","AB","+/-",40,"MHM","AB","AB","0","0","Stocks, From FF"
1,"28806","06-Jun-2024","huc-mcherry-NTR-L1","GFP/+",40,"MHM/RM","AB","huc-mcherry-NTR-L1","18000","26995","Stocks"
1,"28807","06-Jun-2024","slc1a3b:myrGFP-P2A-H2A-mCherry     ","GFP/+;RFP/+",40,"MHM/RM","AB","slc1a3b:myrGFP-P2A-H2A-mCherry     ","18000","27101","Stocks"
1,"28767","29-May-2024","pd96:ctgfa:GFP L9","GFP/+",40,"MHM/RM","AB","pd96:ctgfa-GFP L9","18000","26477","Stocks"
1,"28768","29-May-2024","GFPAP:GFP","GFP/+",40,"MHM","AB","GFAP:GFP","18000","25696","Stocks"
2,"28844","10-Jun-2024","Tg(lck:lck-eGFP) outx tcima/b mutant","GFP?, a/+, b/+",80,"DNK/MHM","Tg(lck:lck-eGFP) inx","tcima/b mut","24287","26943","For breeding stock "
2,"28845","10-Jun-2024","tcima/b het outx tcima/b mutant","Enter genotype",80,"DNK/MHM","tcima/b mutant","tcima/b het","26943","27363","For breeding stocks and reviewer experiments "
1,"28851","11-Jun-2024","isl1:GFP +/-","GFP/+",40,"MHM/RM","AB","isl1:GFP+/+","18000","25698","Stocks"
1,"28852","11-Jun-2024","huc:GFP +/-","GFP/+",40,"MHM/RM","AB","huc:GFP +/-","18000","25593","stocks"
1,"28856","12-Jun-2024","ndnf-T2A-NTR-P2A-mcherry KI Line 1","PCR/+",40,"MHM/RM","TU","ndnf-T2A-NTR-P2A-mcherry L1","27319","28248","stocks, genotype"
1,"28857","12-Jun-2024","ndnf-T2A-NTR-P2A-mcherry KI Line 2","PCR/+",40,"MHM/RM","TU","ndnf-T2A-NTR-P2A-mcherry L2","27310","28249","stocks, genotype"
1,"28876","14-Jun-2024","ubi:nRSG +/+","RFP/RFP",40,"MHM/RM","ubi:nRSG +/+","ubi:nRSG +/+","27192","27192","Stocks"
12,"28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-",480,"VMS/MHM","syt11a_51(+/-); syt11b_80 (+/-)","syt11a_51(+/-); syt11b_80 (+/-)","28057","28057","Genotype for double mutants, the genotype and surgery"
3,"28883","13-Jun-2024","syt11b-NTR2.0-mcherry","mcherry/mcherry or mcherry/+ or +/+",120,"VMS/MHM","syt11b-NTR2.0-mcherry(mcherry/+)","syt11b-NTR2.0-mcherry(mcherry/+)","27729","27729","Genotype for homozygotes and then surgery and swims"
1,"28893","18-Jun-2024","Nestin:GFP","GFP/+",40,"MHM/RM","AB","Nestin:GFP +/+","18000","25700","Stocks"
2,"28894","20-Jun-2024","NeuroD:GFP +/+","GFP/GFP",40,"MHM/RM","NeuroD:GFP +/+","NeuroD:GFP +/+","25699","25699","Stocks"
5,"28628","01-May-2024","stl464 gpr126","+/+ or +/- or -/-",40,"MHM/RM","stl464 gpr126 +/-","stl464 gpr126 +/-","27726","27726","genotype"
12,"28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-",480,"VMS/MHM","stl236-plecb(+/-); stl261-pleca(+/-)","stl236-plecb(+/-); stl261-pleca(+/-)","26578","26578","GENOTYPE FOR double mutants, surgery, swim assays and histology"
2,"28954","26-Jun-2024","Tg(fli1:GFP) inx","GFP/+?",80,"DNK/MHM","Tg(fli1:GFP)","Tg(fli1:GFP)","27601","27601","From Stratman lab, GFP+, one tank for tissue clearing and one tank for breeding stock)"
1,"28955","25-Jun-2024","Tg(mpeg1.1:YFP);tcima/b het outx tcima/b mut","a/+ or a/a and b/+ or b/b",20,"DNK/MHM","tcima/b mutant","Tg(mpeg1.1:YFP);tcima/b het","26943","27802","YFP+"
1,"28956","25-Jun-2024","Tg(mpeg1.1:tdTomato);tcima/b het","a/+,b/+,tdTom+",30,"DNK/MHM","Tg(mpeg1.1:tdTomato)","tcima/b mut","25964","26943","tdTom+, for breeding stock"
1,"28957","25-Jun-2024","Tg(actb2:membrane-Citrine) ","Citrine/+",10,"DNK/MHM","Tg(actb2: membrane-Citrine)","Tg(mpeg1.1:NTR-IRES-EGFP)","25495","24885","Citrine+, for clutchmate transplants"
1,"28958","25-Jun-2024","Tg(mpeg1.1:NTR-IRES-EGFP) Tg+","NTR/+",40,"DNK/MHM","Tg(actb2: membrane-Citrine)","Tg(mpeg1.1:NTR-IRES-EGFP)","25495","27885","cmlc2:EGFP+, for clutchmate transplants "
1,"28978","26-Jun-2024","syt11b-NTR-mcherry_KI_F0","F0/F0",40,"VMS/MHM","TU","TU","27014","27014","Screen for Knock-in positive F0s"
1,"28979","26-Jun-2024","TU uninjected control","+/+",40,"VMS/MHM","TU","TU","27014","18000","Uninjected control for the hivep3b crispants"
1,"28980","26-Jun-2024","hivep3b-Crispant_F0","F0/F0",100,"VMS/MHM","TU","TU","27014","27014","Measure indel efficiency and then surgery and swim assays "
1,"28981","26-Jun-2024","TU Breeding Stock","+/+",80,"VMS/MHM","TU","TU","24887","24887","Breeding Stock"
1,"28982","26-Jun-2024","syt11b-NTR2.0-mcherry","RFP/+ or +/+",80,"VMS/MHM","syt11b-NTR2.0-mcherry(mcherry/+)","TU","27729","24887","Breeding Stock "
1,"29031","08-Jul-2024","Uninjected transplant fish (Tg-)","Cit-; NTR-",30,"DNK/MHM","Tg(actb2: membrane-Citrine)","Tg(mpeg1.1:NTR-IRES-EGFP)","25495","27885","For crispant transplants "
1,"29032","08-Jul-2024","Uninjected transplant fish (Citrine+)","Citrine+; NTR-",30,"DNK/MHM","Tg(actb2: membrane-Citrine)","Tg(mpeg1.1:NTR-IRES-EGFP)","25495","27885","For crispant transplants "
1,"29033","08-Jul-2024","Uninjected transplant fish (NTR+)","Citrine-;NTR+",29,"DNK/MHM","Tg(actb2: membrane-Citrine)","Tg(mpeg1.1:NTR-IRES-EGFP)","25495","27885","For crispant transplants "
3,"29034","08-Jul-2024","Transplant fish injected with tcima/b dgRNP (Tg-)","Citrine-;NTR-",80,"DNK/MHM","Tg(actb2: membrane-Citrine)","Tg(mpeg1.1:NTR-IRES-EGFP)","25495","27885","For crispant transplants "
3,"29035","08-Jul-2024","Transplant fish injected with tcima/b dgRNP (Citrine+)","Citrine+; NTR-",74,"DNK/MHM","Tg(actb2: membrane-Citrine)","Tg(mpeg1.1:NTR-IRES-EGFP)","25495","27885","For crispant transplants "
3,"29036","08-Jul-2024","Transplant fish injected with tcima/b dgRNP (NTR+)","Citrine-;NTR+",78,"DNK/MHM","Tg(actb2: membrane-Citrine)","Tg(mpeg1.1:NTR-IRES-EGFP)","25495","27885","For crispant transplants "
4,"29037","08-Jul-2024","tcima/b het outx tcima/b mutant","a/a or a/+ and b/b or b/+",160,"DNK/MHM","tcima/b mutant","tcima/b het","26943","27363","For surgery and breeding stocks"
1,"29063","12-Jul-2024","olig2:GFP +/+","GFP/GFP",40,"MHM/RM","olig2:GFP+/+","olig2:GFP +/+","26555","26555","Stocks"
1,"29106","17-Jul-2024","Tg(Nkx2.2:eGFP) +/-","GFP/+",40,"MHM/RM","AB","Tg(Nkx2.2:eGFP) +/-","0","24893","Stocks"
2,"29107","17-Jul-2024","stab1 +/- outcross","+/- or -/-",40,"MHM/RM","AB","stab1 +/-","18000","25604","stocks, genotype"
1,"29133","25-Jul-2024","huC:GCamp6s;mitfa","GFP/+",40,"MHM/RM","huC:GCamp6s;mitfa","huC:GCamp6s;mitfa","26641","26641","Stocks"
1,"29140","23-Jul-2024","Uninjected transplant fish (NTR+)","NTR/+",40,"DNK/MHM","Tg(actb2: membrane-Citrine)","Tg(mpeg1.1:NTR-IRES-EGFP)","27885","25495","For transplants "
1,"29141","23-Jul-2024","Uninjected transplant fish (Citrine+)","Citrine/+",40,"DNK/MHM","Tg(actb2: membrane-Citrine)","Tg(mpeg1.1:NTR-IRES-EGFP)","27885","25495","For transplants "
1,"29142","23-Jul-2024","Tg(hsp70:zspp1-2A-EGFP-L1)","GFP/+",4,"DNK/MHM","AB","hsp70: zspp1-2A-EGFP injected F0","18000","28291","F1"
3,"29162","26-Jul-2024","syt11b-NTR2.0-mcherry","RFP/+ or +/+",111,"VMS/MHM","Tubigen","syt11b-NTR2.0-mcherry (F0/+)","28620","25453","From F0 Founder 1, Genotype of F1  hets and then, incross them to obtain homozygotes"
1,"29181","25-Jul-2024","Tg(-4.3syt11b:eGFP)-Line1","GFP/+",40,"VMS/MHM","EKAB","Tg(-4.3syt11b:eGFP)- Founder 1","27221","28672","Screened for GFP+. From founder 1"
1,"29182","25-Jul-2024","Tg(-4.3syt11b:eGFP)-Line2 (GFP/+)","GFP/+",40,"VMS/MHM","EKAB","Tg(-4.3syt11b:eGFP)- Founder 2","27221","28672","Screened for GFP+. From founder 2"
1,"29197","30-Jul-2024","Tg(hsp70: zspp1-2A-EGFP-L2) F1","GFP/+",17,"DNK/MHM","AB","hsp70: zspp1-2A-EGFP injected F0","18000","28291","Lens GFP+"
1,"29198","30-Jul-2024","Tg(hsp70:hSPP1-2A-EGFP-L1) Tg+","GFP/+",40,"DNK/MHM","AB","Tg(hsp70: hSPP1-2A-EGFP-L1)","18000","28689","Lens GFP+, F2"
1,"29199","30-Jul-2024","Tg(hsp70: hSPP1-2A-EGFP-L1) Tg-","+/+",40,"DNK/MHM","AB","Tg(hSPP1-2A-EGFP-L1","18000","28689","Lens GFP-, F2"
1,"29200","30-Jul-2024","Tg(hsp70: hSPP1-2A-EGFP-L2","GFP/+",40,"DNK/MHM","AB","Tg(hsp70: hSPP1-2A-EGFP-L2)","18000","28690","Lens GFP+, F2"
1,"29201","30-Jul-2024","Tg(hsp70: hSPP1-2A-EGFP-L2) Tg-","+/+",40,"DNK/MHM","AB","Tg(hsp70: hSPP1-2A-EGFP-L2)","18000","28690","Lens GFP-, F2"
1,"29202","30-Jul-2024","Tg(hsp70: hSPP1-2A-EGFP-L3) Tg+","GFP/+",40,"DNK/MHM","AB","Tg(hsp70: hSPP1-2A-EGFP-L3)","18000","28691","Lens GFP+, F2"
1,"29203","30-Jul-2024","Tg(hsp70: hSPP1-2A-EGFP-L3) Tg-","+/+",40,"DNK/MHM","AB","Tg(hsp70: hSPP1-2A-EGFP-L3)","18000","28691","Lens GFP-, F2"
1,"29250","06-Aug-2024","Tg(hsp70l:tcima-3xFlag-2A-EGFP-L1)","GFP+",30,"DNK/MHM","AB","hsp70l:tcima-3xFlag-2A-EGFP injected F0","18000","28160","Lens GFP+"
1,"29251","06-Aug-2024","TU uninjected control","wildtype",80,"VMS/MHM","TU","TU","28620","28620","For hivep3a/b crispant experiment"
1,"29252","06-Aug-2024","hivep3a CRISPR F0","F0/F0",80,"VMS/MHM","TU","TU","28620","28620","For hivep3a/b crispant experiment"
1,"29253","06-Aug-2024","hivep3b CRISPR F0","F0/F0",80,"VMS/MHM","TU","TU","28620","28620","For hivep3a/b crispant experiment"
1,"29254","06-Aug-2024","hivep3a & hivep3b CRISPR F0","F0/F0 ; F0/F0",120,"VMS/MHM","TU","TU","28620","28620","For hivep3a/b crispant experiment"
1,"29267","08-Aug-2024","Tg (-4.3kb)syt11b:eGFP-line3 (GFP/+)","GFP/+",40,"VMS/MHM","TU","Tg (-4.3kb)syt11b:eGFP-F0-3","27221","28672","Weak GFP expression. From Founder 3"
1,"29268","08-Aug-2024","Tg (-4.3kb)syt11b:eGFP-line4 (GFP/+)","GFP/+",40,"VMS/MHM","TU","Tg (-4.3kb)syt11b:eGFP-F0-4","27221","28672","Very strong expression. From Founder 4"
2,"29269","08-Aug-2024","hivep3a-locus-deletion F0","F0/F0",80,"VMS/MHM","TU","TU","28620","28620","Genotype for full locus deletion, identify founders and then outcross"
2,"29270","08-Aug-2024","hivep3b-locus-deletion F0","GFP/+",40,"VMS/MHM","TU","TU","28620","28620","Genotype for full locus deletion, identify founders and then outcross"
3,"29315","21-Aug-2024","EK","+/+",40,"MHM","EK","EK","26046","26046","Stocks"
1,"29297","15-Aug-2024","Tg(haplna:GFP)","GFP/+",40,"MHM/RM","Tg(haplna:GFP+)","AB","18000","18000","Stocks"
1,"29298","15-Aug-2024","Tg(ctgfa-R-NTR-L13) RFP+","RFP/+",40,"MHM/RM","ctgfa-R-NTR-L13","AB","26478","18000","Stocks"
1,"29299","15-Aug-2024","Tg(actc1b:NTR-2A-mcherry) +/-","RFP/+",40,"MHM/RM","Tg(actc1b:NTR-2A-mcherry)","AB","26298","18000","Stocks"
2,"29209","30-Jul-2024","mbp:GFP","GFP/+",40,"MHM/RM","AB","mbp:GFP frozen sperm","18000","0","Stocks"
1,"29210","30-Jul-2024","b-actin:GCamp6","GFP/+",40,"MHM/RM","AB","b-actin:GCamp6","18000","26706","Stocks"
2,"29157","25-Jul-2024","ndnf-T2A-Flag-CreERT2 KI F0","F0/F0",40,"MHM/RM","Tu","Tu","28620","28620","F0"
